Country,DateTime,CarbonIntensity,UpdatedAt,CreatedAt,EmissionFactorType,IsEstimated,EstimationMethod
IE,2023-06-20T01:00:00.000Z,489,2023-06-20T09:56:24.113Z,2023-06-17T02:01:51.034Z,lifecycle,True,MODE_BREAKDOWN
IE,2023-06-20T02:00:00.000Z,495,2023-06-20T09:56:01.132Z,2023-06-17T02:54:19.954Z,lifecycle,True,MODE_BREAKDOWN
IE,2023-06-20T03:00:00.000Z,501,2023-06-20T04:54:50.522Z,2023-06-17T03:55:35.374Z,lifecycle,True,MODE_BREAKDOWN
IE,2023-06-20T04:00:00.000Z,500,2023-06-20T04:55:06.666Z,2023-06-17T04:52:28.196Z,lifecycle,True,MODE_BREAKDOWN
IE,2023-06-20T05:00:00.000Z,505,2023-06-20T06:54:28.836Z,2023-06-17T05:58:04.608Z,lifecycle,True,MODE_BREAKDOWN
IE,2023-06-20T06:00:00.000Z,507,2023-06-20T09:56:17.527Z,2023-06-17T06:57:32.268Z,lifecycle,True,MODE_BREAKDOWN
IE,2023-06-20T07:00:00.000Z,514,2023-06-20T09:56:17.527Z,2023-06-17T07:54:53.755Z,lifecycle,True,MODE_BREAKDOWN
IE,2023-06-20T08:00:00.000Z,514,2023-06-20T10:53:27.927Z,2023-06-17T09:03:18.822Z,lifecycle,True,MODE_BREAKDOWN
IE,2023-06-20T09:00:00.000Z,514,2023-06-20T13:00:18.822Z,2023-06-17T09:57:39.820Z,lifecycle,True,MODE_BREAKDOWN
IE,2023-06-20T10:00:00.000Z,496,2023-06-20T12:59:59.535Z,2023-06-17T10:58:40.014Z,lifecycle,True,MODE_BREAKDOWN
IE,2023-06-20T11:00:00.000Z,491,2023-06-20T13:00:39.941Z,2023-06-17T11:57:42.203Z,lifecycle,True,MODE_BREAKDOWN
IE,2023-06-20T12:00:00.000Z,489,2023-06-20T13:00:39.941Z,2023-06-17T12:55:55.552Z,lifecycle,True,MODE_BREAKDOWN
IE,2023-06-20T13:00:00.000Z,502,2023-06-20T13:00:39.941Z,2023-06-17T13:53:32.858Z,lifecycle,True,MODE_BREAKDOWN
IL,2023-06-19T14:00:00.000Z,531,2023-06-19T15:57:11.598Z,2023-06-16T14:57:05.225Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
IL,2023-06-19T15:00:00.000Z,542,2023-06-19T15:57:11.598Z,2023-06-16T15:56:02.481Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
IL,2023-06-19T16:00:00.000Z,568,2023-06-19T16:57:20.875Z,2023-06-16T16:53:54.812Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
IL,2023-06-19T17:00:00.000Z,589,2023-06-19T17:52:51.882Z,2023-06-16T17:55:39.976Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
IL,2023-06-19T18:00:00.000Z,589,2023-06-19T18:55:21.801Z,2023-06-16T18:53:05.927Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
IL,2023-06-19T19:00:00.000Z,589,2023-06-19T19:52:07.395Z,2023-06-16T19:58:34.694Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
IL,2023-06-19T20:00:00.000Z,589,2023-06-19T20:52:06.077Z,2023-06-16T20:58:03.977Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
IL,2023-06-19T21:00:00.000Z,589,2023-06-19T21:53:16.934Z,2023-06-16T21:53:12.916Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
IL,2023-06-19T22:00:00.000Z,589,2023-06-19T22:56:27.680Z,2023-06-16T22:53:24.172Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
IL,2023-06-19T23:00:00.000Z,589,2023-06-19T23:57:34.145Z,2023-06-16T23:57:18.618Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
IL,2023-06-20T00:00:00.000Z,589,2023-06-20T00:53:37.731Z,2023-06-17T00:53:21.227Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
IL,2023-06-20T01:00:00.000Z,589,2023-06-20T01:54:01.440Z,2023-06-17T02:01:51.034Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
IL,2023-06-20T02:00:00.000Z,589,2023-06-20T03:01:02.503Z,2023-06-17T02:54:18.301Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
IL,2023-06-20T03:00:00.000Z,584,2023-06-20T03:53:14.475Z,2023-06-17T03:55:30.499Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
IL,2023-06-20T04:00:00.000Z,544,2023-06-20T04:55:06.666Z,2023-06-17T04:52:28.196Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
IL,2023-06-20T05:00:00.000Z,530,2023-06-20T05:53:02.367Z,2023-06-17T05:58:25.021Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
IL,2023-06-20T06:00:00.000Z,525,2023-06-20T06:54:32.605Z,2023-06-17T06:57:26.142Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
IL,2023-06-20T07:00:00.000Z,523,2023-06-20T07:54:16.757Z,2023-06-17T07:54:49.029Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
IL,2023-06-20T08:00:00.000Z,522,2023-06-20T08:57:22.021Z,2023-06-17T09:03:33.915Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
IL,2023-06-20T09:00:00.000Z,522,2023-06-20T09:56:17.527Z,2023-06-17T09:57:39.820Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
IL,2023-06-20T10:00:00.000Z,522,2023-06-20T10:53:27.927Z,2023-06-17T10:58:40.014Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
IL,2023-06-20T11:00:00.000Z,523,2023-06-20T11:53:09.688Z,2023-06-17T11:57:26.915Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
IL,2023-06-20T12:00:00.000Z,524,2023-06-20T12:59:59.535Z,2023-06-17T12:56:10.913Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
IL,2023-06-20T13:00:00.000Z,524,2023-06-20T13:00:35.129Z,2023-06-17T13:53:32.858Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
IT-NO,2023-06-19T14:00:00.000Z,275,2023-06-20T13:00:35.129Z,2023-06-16T14:57:20.237Z,lifecycle,False,
IT-NO,2023-06-19T15:00:00.000Z,299,2023-06-20T12:59:59.535Z,2023-06-16T15:56:21.711Z,lifecycle,False,
IT-NO,2023-06-19T16:00:00.000Z,325,2023-06-20T13:00:35.129Z,2023-06-16T16:53:38.577Z,lifecycle,False,
IT-NO,2023-06-19T17:00:00.000Z,340,2023-06-20T12:59:59.535Z,2023-06-16T17:55:39.976Z,lifecycle,False,
IT-NO,2023-06-19T18:00:00.000Z,349,2023-06-20T13:00:35.129Z,2023-06-16T18:52:56.719Z,lifecycle,False,
IT-NO,2023-06-19T19:00:00.000Z,354,2023-06-20T12:59:59.535Z,2023-06-16T19:58:34.694Z,lifecycle,False,
IT-NO,2023-06-19T20:00:00.000Z,364,2023-06-20T13:00:35.129Z,2023-06-16T20:58:03.977Z,lifecycle,False,
IT-NO,2023-06-19T21:00:00.000Z,383,2023-06-20T13:00:35.129Z,2023-06-16T21:53:27.933Z,lifecycle,False,
IT-NO,2023-06-19T22:00:00.000Z,348,2023-06-20T12:59:59.535Z,2023-06-16T22:53:24.172Z,lifecycle,False,
IT-NO,2023-06-19T23:00:00.000Z,333,2023-06-20T11:52:54.295Z,2023-06-16T23:57:19.971Z,lifecycle,False,
IT-NO,2023-06-20T00:00:00.000Z,329,2023-06-20T11:53:09.531Z,2023-06-17T00:53:39.259Z,lifecycle,False,
IT-NO,2023-06-20T01:00:00.000Z,326,2023-06-20T11:53:09.531Z,2023-06-17T02:01:51.034Z,lifecycle,False,
IT-NO,2023-06-20T02:00:00.000Z,322,2023-06-20T11:53:09.531Z,2023-06-17T02:54:02.915Z,lifecycle,False,
IT-NO,2023-06-20T03:00:00.000Z,346,2023-06-20T13:00:18.822Z,2023-06-17T03:55:15.471Z,lifecycle,False,
IT-NO,2023-06-20T04:00:00.000Z,378,2023-06-20T13:00:39.941Z,2023-06-17T04:52:43.569Z,lifecycle,False,
IT-NO,2023-06-20T05:00:00.000Z,364,2023-06-20T13:00:35.129Z,2023-06-17T05:58:11.423Z,lifecycle,False,
IT-NO,2023-06-20T06:00:00.000Z,333,2023-06-20T13:00:18.822Z,2023-06-17T06:57:32.268Z,lifecycle,False,
IT-NO,2023-06-20T07:00:00.000Z,328,2023-06-20T13:00:18.822Z,2023-06-17T07:54:33.419Z,lifecycle,False,
IT-NO,2023-06-20T08:00:00.000Z,315,2023-06-20T13:00:18.822Z,2023-06-17T09:08:14.033Z,lifecycle,False,
IT-NO,2023-06-20T09:00:00.000Z,299,2023-06-20T13:00:39.941Z,2023-06-17T09:57:39.820Z,lifecycle,False,
IT-NO,2023-06-20T10:00:00.000Z,288,2023-06-20T13:00:39.941Z,2023-06-17T10:58:40.014Z,lifecycle,False,
IT-NO,2023-06-20T11:00:00.000Z,305,2023-06-20T13:00:35.129Z,2023-06-17T11:57:26.915Z,lifecycle,True,TIME_SLICER_AVERAGE
IT-NO,2023-06-20T12:00:00.000Z,334,2023-06-20T12:59:59.535Z,2023-06-17T12:56:11.098Z,lifecycle,True,TIME_SLICER_AVERAGE
IT-NO,2023-06-20T13:00:00.000Z,343,2023-06-20T13:00:35.129Z,2023-06-17T13:53:32.858Z,lifecycle,True,TIME_SLICER_AVERAGE
IT-SAR,2023-06-19T14:00:00.000Z,468,2023-06-20T05:53:07.268Z,2023-06-16T14:57:20.237Z,lifecycle,False,
IT-SAR,2023-06-19T15:00:00.000Z,503,2023-06-20T05:53:02.367Z,2023-06-16T15:56:16.657Z,lifecycle,False,
IT-SAR,2023-06-19T16:00:00.000Z,513,2023-06-20T13:00:39.941Z,2023-06-16T16:53:54.812Z,lifecycle,False,
IT-SAR,2023-06-19T17:00:00.000Z,603,2023-06-20T05:53:02.367Z,2023-06-16T17:55:39.976Z,lifecycle,False,
IT-SAR,2023-06-19T18:00:00.000Z,609,2023-06-20T13:00:18.822Z,2023-06-16T18:53:16.775Z,lifecycle,False,
IT-SAR,2023-06-19T19:00:00.000Z,572,2023-06-20T13:00:35.129Z,2023-06-16T19:58:34.694Z,lifecycle,False,
IT-SAR,2023-06-19T20:00:00.000Z,565,2023-06-20T13:00:39.941Z,2023-06-16T20:58:03.977Z,lifecycle,False,
IT-SAR,2023-06-19T21:00:00.000Z,564,2023-06-20T13:00:18.822Z,2023-06-16T21:53:27.933Z,lifecycle,False,
IT-SAR,2023-06-19T22:00:00.000Z,539,2023-06-20T13:00:39.941Z,2023-06-16T22:53:42.522Z,lifecycle,False,
IT-SAR,2023-06-19T23:00:00.000Z,542,2023-06-20T11:53:09.688Z,2023-06-16T23:57:18.618Z,lifecycle,False,
IT-SAR,2023-06-20T00:00:00.000Z,539,2023-06-20T11:53:09.688Z,2023-06-17T00:53:39.259Z,lifecycle,False,
IT-SAR,2023-06-20T01:00:00.000Z,543,2023-06-20T11:53:09.688Z,2023-06-17T02:01:51.034Z,lifecycle,False,
IT-SAR,2023-06-20T02:00:00.000Z,549,2023-06-20T11:53:09.531Z,2023-06-17T02:54:19.954Z,lifecycle,False,
IT-SAR,2023-06-20T03:00:00.000Z,555,2023-06-20T13:00:39.941Z,2023-06-17T03:55:15.471Z,lifecycle,False,
IT-SAR,2023-06-20T04:00:00.000Z,540,2023-06-20T11:53:09.531Z,2023-06-17T04:52:43.569Z,lifecycle,False,
IT-SAR,2023-06-20T05:00:00.000Z,526,2023-06-20T11:53:09.531Z,2023-06-17T05:58:11.423Z,lifecycle,False,
IT-SAR,2023-06-20T06:00:00.000Z,510,2023-06-20T12:59:59.535Z,2023-06-17T06:57:32.268Z,lifecycle,False,
IT-SAR,2023-06-20T07:00:00.000Z,426,2023-06-20T11:53:09.531Z,2023-06-17T07:54:53.755Z,lifecycle,False,
IT-SAR,2023-06-20T08:00:00.000Z,411,2023-06-20T11:53:09.531Z,2023-06-17T09:03:18.822Z,lifecycle,False,
IT-SAR,2023-06-20T09:00:00.000Z,395,2023-06-20T13:00:18.822Z,2023-06-17T09:57:51.641Z,lifecycle,False,
IT-SAR,2023-06-20T10:00:00.000Z,387,2023-06-20T13:00:35.129Z,2023-06-17T10:58:40.014Z,lifecycle,False,
IT-SAR,2023-06-20T11:00:00.000Z,387,2023-06-20T13:00:39.941Z,2023-06-17T11:57:26.915Z,lifecycle,True,TIME_SLICER_AVERAGE
IT-SAR,2023-06-20T12:00:00.000Z,397,2023-06-20T13:00:35.129Z,2023-06-17T12:56:11.098Z,lifecycle,True,TIME_SLICER_AVERAGE
IT-SAR,2023-06-20T13:00:00.000Z,396,2023-06-20T12:59:59.535Z,2023-06-17T13:53:32.858Z,lifecycle,True,TIME_SLICER_AVERAGE
JP-TK,2023-06-19T14:00:00.000Z,597,2023-06-19T15:56:55.359Z,2023-06-16T14:57:20.237Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
JP-TK,2023-06-19T15:00:00.000Z,596,2023-06-19T18:55:21.801Z,2023-06-16T15:56:16.657Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
JP-TK,2023-06-19T16:00:00.000Z,596,2023-06-19T18:55:21.801Z,2023-06-16T16:53:54.812Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
JP-TK,2023-06-19T17:00:00.000Z,598,2023-06-19T19:51:57.706Z,2023-06-16T17:55:39.976Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
JP-TK,2023-06-19T18:00:00.000Z,597,2023-06-19T20:52:05.975Z,2023-06-16T18:53:16.775Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
JP-TK,2023-06-19T19:00:00.000Z,583,2023-06-19T21:52:56.942Z,2023-06-16T19:58:34.694Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
JP-TK,2023-06-19T20:00:00.000Z,563,2023-06-19T22:56:39.161Z,2023-06-16T20:58:03.977Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
JP-TK,2023-06-19T21:00:00.000Z,506,2023-06-19T23:57:34.145Z,2023-06-16T21:53:27.933Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
JP-TK,2023-06-19T22:00:00.000Z,473,2023-06-20T00:53:37.731Z,2023-06-16T22:53:42.522Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
JP-TK,2023-06-19T23:00:00.000Z,462,2023-06-20T01:54:01.440Z,2023-06-16T23:57:18.618Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
JP-TK,2023-06-20T00:00:00.000Z,462,2023-06-20T03:01:02.503Z,2023-06-17T00:53:21.227Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
JP-TK,2023-06-20T01:00:00.000Z,458,2023-06-20T03:53:10.888Z,2023-06-17T02:01:51.034Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
JP-TK,2023-06-20T02:00:00.000Z,459,2023-06-20T04:55:06.666Z,2023-06-17T02:54:18.301Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
JP-TK,2023-06-20T03:00:00.000Z,462,2023-06-20T05:53:07.268Z,2023-06-17T03:55:30.499Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
JP-TK,2023-06-20T04:00:00.000Z,486,2023-06-20T06:54:13.398Z,2023-06-17T04:52:43.569Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
JP-TK,2023-06-20T05:00:00.000Z,504,2023-06-20T07:54:20.738Z,2023-06-17T05:58:11.423Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
JP-TK,2023-06-20T06:00:00.000Z,518,2023-06-20T08:56:16.755Z,2023-06-17T06:57:11.593Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
JP-TK,2023-06-20T07:00:00.000Z,538,2023-06-20T09:56:17.527Z,2023-06-17T07:54:49.029Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
JP-TK,2023-06-20T08:00:00.000Z,559,2023-06-20T11:53:09.688Z,2023-06-17T09:03:33.915Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
JP-TK,2023-06-20T09:00:00.000Z,588,2023-06-20T11:53:09.531Z,2023-06-17T09:57:39.820Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
JP-TK,2023-06-20T10:00:00.000Z,599,2023-06-20T11:53:09.531Z,2023-06-17T10:58:42.840Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
JP-TK,2023-06-20T11:00:00.000Z,599,2023-06-20T13:00:35.129Z,2023-06-17T11:57:26.915Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
JP-TK,2023-06-20T12:00:00.000Z,599,2023-06-20T12:59:59.535Z,2023-06-17T12:55:55.552Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
JP-TK,2023-06-20T13:00:00.000Z,599,2023-06-20T12:59:59.535Z,2023-06-17T13:53:32.858Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
KR,2023-06-19T14:00:00.000Z,503,2023-06-19T15:56:55.359Z,2023-06-16T14:57:25.311Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
KR,2023-06-19T15:00:00.000Z,503,2023-06-19T15:56:55.359Z,2023-06-16T15:56:16.657Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
KR,2023-06-19T16:00:00.000Z,503,2023-06-19T16:57:35.573Z,2023-06-16T16:53:54.812Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
KR,2023-06-19T17:00:00.000Z,503,2023-06-19T17:53:00.813Z,2023-06-16T17:55:45.065Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
KR,2023-06-19T18:00:00.000Z,503,2023-06-19T18:55:21.801Z,2023-06-16T18:53:05.927Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
KR,2023-06-19T19:00:00.000Z,503,2023-06-19T19:51:47.206Z,2023-06-16T19:58:41.526Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
KR,2023-06-19T20:00:00.000Z,503,2023-06-19T20:52:06.077Z,2023-06-16T20:58:03.977Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
KR,2023-06-19T21:00:00.000Z,494,2023-06-19T21:52:56.942Z,2023-06-16T21:53:27.933Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
KR,2023-06-19T22:00:00.000Z,483,2023-06-19T22:56:48.065Z,2023-06-16T22:53:42.522Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
KR,2023-06-19T23:00:00.000Z,479,2023-06-19T23:57:34.145Z,2023-06-16T23:57:19.971Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
KR,2023-06-20T00:00:00.000Z,477,2023-06-20T00:53:37.731Z,2023-06-17T00:53:45.298Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
KR,2023-06-20T01:00:00.000Z,475,2023-06-20T01:53:46.398Z,2023-06-17T02:01:51.034Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
KR,2023-06-20T02:00:00.000Z,473,2023-06-20T03:01:03.026Z,2023-06-17T02:54:19.954Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
KR,2023-06-20T03:00:00.000Z,472,2023-06-20T03:52:55.536Z,2023-06-17T03:55:35.374Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
KR,2023-06-20T04:00:00.000Z,473,2023-06-20T04:54:50.522Z,2023-06-17T04:52:43.569Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
KR,2023-06-20T05:00:00.000Z,473,2023-06-20T05:53:02.367Z,2023-06-17T05:58:11.423Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
KR,2023-06-20T06:00:00.000Z,475,2023-06-20T06:54:13.398Z,2023-06-17T06:57:11.593Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
KR,2023-06-20T07:00:00.000Z,477,2023-06-20T07:54:16.757Z,2023-06-17T07:54:53.755Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
KR,2023-06-20T08:00:00.000Z,479,2023-06-20T08:56:16.755Z,2023-06-17T09:03:33.915Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
KR,2023-06-20T09:00:00.000Z,484,2023-06-20T09:56:01.132Z,2023-06-17T09:57:39.820Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
KR,2023-06-20T10:00:00.000Z,494,2023-06-20T11:53:09.531Z,2023-06-17T10:58:40.014Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
KR,2023-06-20T11:00:00.000Z,503,2023-06-20T11:53:09.688Z,2023-06-17T11:57:42.203Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
KR,2023-06-20T12:00:00.000Z,503,2023-06-20T13:00:35.129Z,2023-06-17T12:56:11.098Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
KR,2023-06-20T13:00:00.000Z,503,2023-06-20T13:00:35.129Z,2023-06-17T13:53:32.858Z,lifecycle,True,RECONSTRUCT_BREAKDOWN
NO-NO1,2023-06-19T14:00:00.000Z,25,2023-06-20T08:57:22.021Z,2023-06-16T14:57:20.237Z,lifecycle,False,
NO-NO1,2023-06-19T15:00:00.000Z,25,2023-06-20T08:57:22.021Z,2023-06-16T15:56:02.481Z,lifecycle,False,
NO-NO1,2023-06-19T16:00:00.000Z,24,2023-06-20T08:56:35.742Z,2023-06-16T16:53:54.812Z,lifecycle,False,
NO-NO1,2023-06-19T17:00:00.000Z,25,2023-06-20T08:56:16.755Z,2023-06-16T17:55:45.065Z,lifecycle,False,
NO-NO1,2023-06-19T18:00:00.000Z,25,2023-06-20T08:56:59.433Z,2023-06-16T18:52:56.719Z,lifecycle,False,
NO-NO1,2023-06-19T19:00:00.000Z,25,2023-06-20T08:56:35.742Z,2023-06-16T19:58:20.546Z,lifecycle,False,
NO-NO1,2023-06-19T20:00:00.000Z,25,2023-06-20T08:56:35.742Z,2023-06-16T20:58:13.837Z,lifecycle,False,
NO-NO1,2023-06-19T21:00:00.000Z,25,2023-06-20T08:56:59.433Z,2023-06-16T21:53:12.916Z,lifecycle,False,
NO-NO1,2023-06-19T22:00:00.000Z,25,2023-06-20T08:57:22.021Z,2023-06-16T22:53:24.172Z,lifecycle,False,
NO-NO1,2023-06-19T23:00:00.000Z,25,2023-06-20T08:56:35.742Z,2023-06-16T23:57:19.971Z,lifecycle,False,
NO-NO1,2023-06-20T00:00:00.000Z,25,2023-06-20T08:56:59.433Z,2023-06-17T00:53:39.259Z,lifecycle,False,
NO-NO1,2023-06-20T01:00:00.000Z,25,2023-06-20T08:57:22.021Z,2023-06-17T02:01:51.034Z,lifecycle,False,
NO-NO1,2023-06-20T02:00:00.000Z,25,2023-06-20T08:57:22.021Z,2023-06-17T02:54:19.954Z,lifecycle,False,
NO-NO1,2023-06-20T03:00:00.000Z,26,2023-06-20T08:56:35.742Z,2023-06-17T03:55:30.499Z,lifecycle,False,
NO-NO1,2023-06-20T04:00:00.000Z,26,2023-06-20T08:56:59.433Z,2023-06-17T04:52:28.196Z,lifecycle,False,
NO-NO1,2023-06-20T05:00:00.000Z,25,2023-06-20T08:57:22.021Z,2023-06-17T05:58:25.021Z,lifecycle,False,
NO-NO1,2023-06-20T06:00:00.000Z,25,2023-06-20T08:56:35.742Z,2023-06-17T06:57:11.593Z,lifecycle,False,
NO-NO1,2023-06-20T07:00:00.000Z,25,2023-06-20T09:56:17.527Z,2023-06-17T07:54:49.029Z,lifecycle,False,
NO-NO1,2023-06-20T08:00:00.000Z,25,2023-06-20T10:53:27.927Z,2023-06-17T09:03:18.822Z,lifecycle,False,
NO-NO1,2023-06-20T09:00:00.000Z,25,2023-06-20T11:53:09.688Z,2023-06-17T09:57:39.820Z,lifecycle,False,
NO-NO1,2023-06-20T10:00:00.000Z,25,2023-06-20T12:59:59.535Z,2023-06-17T10:58:40.014Z,lifecycle,False,
NO-NO1,2023-06-20T11:00:00.000Z,25,2023-06-20T13:00:18.822Z,2023-06-17T11:57:06.837Z,lifecycle,True,TIME_SLICER_AVERAGE
NO-NO1,2023-06-20T12:00:00.000Z,24,2023-06-20T13:00:39.941Z,2023-06-17T12:56:10.913Z,lifecycle,True,TIME_SLICER_AVERAGE
NO-NO1,2023-06-20T13:00:00.000Z,24,2023-06-20T13:00:39.941Z,2023-06-17T13:53:32.858Z,lifecycle,True,TIME_SLICER_AVERAGE
NO-NO2,2023-06-19T14:00:00.000Z,25,2023-06-20T08:57:22.021Z,2023-06-16T14:57:20.237Z,lifecycle,False,
NO-NO2,2023-06-19T15:00:00.000Z,25,2023-06-20T08:57:22.021Z,2023-06-16T15:56:16.657Z,lifecycle,False,
NO-NO2,2023-06-19T16:00:00.000Z,25,2023-06-20T08:56:16.755Z,2023-06-16T16:53:54.812Z,lifecycle,False,
NO-NO2,2023-06-19T17:00:00.000Z,25,2023-06-20T08:56:16.755Z,2023-06-16T17:55:45.065Z,lifecycle,False,
NO-NO2,2023-06-19T18:00:00.000Z,25,2023-06-20T08:56:35.742Z,2023-06-16T18:53:05.927Z,lifecycle,False,
NO-NO2,2023-06-19T19:00:00.000Z,25,2023-06-20T08:57:22.021Z,2023-06-16T19:58:34.694Z,lifecycle,False,
NO-NO2,2023-06-19T20:00:00.000Z,25,2023-06-20T08:57:22.021Z,2023-06-16T20:58:03.977Z,lifecycle,False,
NO-NO2,2023-06-19T21:00:00.000Z,25,2023-06-20T08:56:16.755Z,2023-06-16T21:53:12.916Z,lifecycle,False,
NO-NO2,2023-06-19T22:00:00.000Z,25,2023-06-20T08:56:16.755Z,2023-06-16T22:53:48.240Z,lifecycle,False,
NO-NO2,2023-06-19T23:00:00.000Z,25,2023-06-20T08:56:35.742Z,2023-06-16T23:57:18.618Z,lifecycle,False,
NO-NO2,2023-06-20T00:00:00.000Z,25,2023-06-20T09:56:17.527Z,2023-06-17T00:53:39.259Z,lifecycle,False,
NO-NO2,2023-06-20T01:00:00.000Z,25,2023-06-20T09:56:17.527Z,2023-06-17T02:02:00.065Z,lifecycle,False,
NO-NO2,2023-06-20T02:00:00.000Z,26,2023-06-20T09:56:01.132Z,2023-06-17T02:54:18.301Z,lifecycle,False,
NO-NO2,2023-06-20T03:00:00.000Z,26,2023-06-20T09:56:01.132Z,2023-06-17T03:55:35.374Z,lifecycle,False,
NO-NO2,2023-06-20T04:00:00.000Z,25,2023-06-20T08:56:16.755Z,2023-06-17T04:52:43.569Z,lifecycle,False,
NO-NO2,2023-06-20T05:00:00.000Z,25,2023-06-20T08:57:22.021Z,2023-06-17T05:58:25.021Z,lifecycle,False,
NO-NO2,2023-06-20T06:00:00.000Z,25,2023-06-20T08:56:59.433Z,2023-06-17T06:57:32.268Z,lifecycle,False,
NO-NO2,2023-06-20T07:00:00.000Z,25,2023-06-20T09:56:17.527Z,2023-06-17T07:54:49.029Z,lifecycle,False,
NO-NO2,2023-06-20T08:00:00.000Z,25,2023-06-20T10:53:13.090Z,2023-06-17T09:08:14.033Z,lifecycle,False,
NO-NO2,2023-06-20T09:00:00.000Z,25,2023-06-20T11:53:09.531Z,2023-06-17T09:57:25.570Z,lifecycle,False,
NO-NO2,2023-06-20T10:00:00.000Z,26,2023-06-20T13:00:18.822Z,2023-06-17T10:58:40.014Z,lifecycle,False,
NO-NO2,2023-06-20T11:00:00.000Z,26,2023-06-20T13:00:39.941Z,2023-06-17T11:58:24.182Z,lifecycle,True,TIME_SLICER_AVERAGE
NO-NO2,2023-06-20T12:00:00.000Z,26,2023-06-20T13:00:39.941Z,2023-06-17T12:56:11.098Z,lifecycle,True,TIME_SLICER_AVERAGE
NO-NO2,2023-06-20T13:00:00.000Z,26,2023-06-20T13:00:18.822Z,2023-06-17T13:53:17.814Z,lifecycle,True,TIME_SLICER_AVERAGE
NZ,2023-06-19T14:00:00.000Z,62,2023-06-20T08:56:35.742Z,2023-06-16T14:57:25.311Z,lifecycle,True,TIME_SLICER_AVERAGE
