Country,DateTime,CarbonIntensity,UpdatedAt,CreatedAt,EmissionFactorType,IsEstimated,EstimationMethod
BG,2023-06-19T18:00:00.000Z,213,2023-06-20T06:54:28.836Z,2023-06-16T18:53:05.927Z,lifecycle,False,
BG,2023-06-19T19:00:00.000Z,218,2023-06-20T06:54:13.398Z,2023-06-16T19:58:41.526Z,lifecycle,False,
BG,2023-06-19T20:00:00.000Z,223,2023-06-20T06:54:32.605Z,2023-06-16T20:57:53.859Z,lifecycle,False,
BG,2023-06-19T21:00:00.000Z,220,2023-06-20T06:54:32.605Z,2023-06-16T21:53:12.916Z,lifecycle,False,
BG,2023-06-19T22:00:00.000Z,183,2023-06-20T11:53:09.531Z,2023-06-16T22:53:24.172Z,lifecycle,False,
BG,2023-06-19T23:00:00.000Z,185,2023-06-20T11:53:09.531Z,2023-06-16T23:57:04.299Z,lifecycle,False,
BG,2023-06-20T00:00:00.000Z,181,2023-06-20T11:53:09.531Z,2023-06-17T00:53:39.259Z,lifecycle,False,
BG,2023-06-20T01:00:00.000Z,188,2023-06-20T11:53:09.531Z,2023-06-17T02:02:00.065Z,lifecycle,False,
BG,2023-06-20T02:00:00.000Z,182,2023-06-20T11:53:09.531Z,2023-06-17T02:54:19.954Z,lifecycle,False,
BG,2023-06-20T03:00:00.000Z,166,2023-06-20T11:53:09.531Z,2023-06-17T03:55:30.499Z,lifecycle,False,
BG,2023-06-20T04:00:00.000Z,157,2023-06-20T08:57:22.021Z,2023-06-17T04:52:43.569Z,lifecycle,False,
BG,2023-06-20T05:00:00.000Z,157,2023-06-20T09:56:17.527Z,2023-06-17T05:58:04.608Z,lifecycle,False,
BG,2023-06-20T06:00:00.000Z,145,2023-06-20T10:53:13.090Z,2023-06-17T06:57:26.142Z,lifecycle,False,
BG,2023-06-20T07:00:00.000Z,137,2023-06-20T09:56:24.113Z,2023-06-17T07:54:53.755Z,lifecycle,False,
BG,2023-06-20T08:00:00.000Z,138,2023-06-20T13:00:35.129Z,2023-06-17T09:03:18.822Z,lifecycle,False,
BG,2023-06-20T09:00:00.000Z,134,2023-06-20T11:53:09.531Z,2023-06-17T09:57:39.820Z,lifecycle,False,
BG,2023-06-20T10:00:00.000Z,148,2023-06-20T13:00:35.129Z,2023-06-17T10:58:40.014Z,lifecycle,False,
BG,2023-06-20T11:00:00.000Z,165,2023-06-20T13:00:35.129Z,2023-06-17T11:57:42.203Z,lifecycle,False,
BG,2023-06-20T12:00:00.000Z,165,2023-06-20T13:00:35.129Z,2023-06-17T12:56:11.098Z,lifecycle,False,
BG,2023-06-20T13:00:00.000Z,165,2023-06-20T12:59:59.535Z,2023-06-17T13:53:32.858Z,lifecycle,True,TIME_SLICER_AVERAGE
BR-CS,2023-06-19T14:00:00.000Z,112,2023-06-19T15:57:11.598Z,2023-06-16T14:57:05.225Z,lifecycle,False,
BR-CS,2023-06-19T15:00:00.000Z,113,2023-06-19T16:57:35.573Z,2023-06-16T15:56:21.711Z,lifecycle,False,
BR-CS,2023-06-19T16:00:00.000Z,112,2023-06-19T17:53:00.813Z,2023-06-16T16:53:54.812Z,lifecycle,False,
BR-CS,2023-06-19T17:00:00.000Z,108,2023-06-19T18:55:21.801Z,2023-06-16T17:55:45.065Z,lifecycle,False,
BR-CS,2023-06-19T18:00:00.000Z,107,2023-06-19T19:52:07.395Z,2023-06-16T18:53:16.775Z,lifecycle,False,
BR-CS,2023-06-19T19:00:00.000Z,105,2023-06-19T20:52:06.077Z,2023-06-16T19:58:34.694Z,lifecycle,False,
BR-CS,2023-06-19T20:00:00.000Z,103,2023-06-19T21:52:56.942Z,2023-06-16T20:58:13.837Z,lifecycle,False,
BR-CS,2023-06-19T21:00:00.000Z,102,2023-06-19T22:56:39.161Z,2023-06-16T21:53:12.916Z,lifecycle,False,
BR-CS,2023-06-19T22:00:00.000Z,101,2023-06-20T07:54:00.718Z,2023-06-16T22:53:24.172Z,lifecycle,False,
BR-CS,2023-06-19T23:00:00.000Z,103,2023-06-20T07:54:00.718Z,2023-06-16T23:57:18.618Z,lifecycle,False,
BR-CS,2023-06-20T00:00:00.000Z,104,2023-06-20T07:54:16.757Z,2023-06-17T00:53:45.298Z,lifecycle,False,
BR-CS,2023-06-20T01:00:00.000Z,108,2023-06-20T03:01:02.503Z,2023-06-17T02:02:00.065Z,lifecycle,False,
BR-CS,2023-06-20T02:00:00.000Z,115,2023-06-20T03:52:36.195Z,2023-06-17T02:54:02.915Z,lifecycle,False,
BR-CS,2023-06-20T03:00:00.000Z,119,2023-06-20T04:54:50.522Z,2023-06-17T03:55:30.499Z,lifecycle,False,
BR-CS,2023-06-20T04:00:00.000Z,123,2023-06-20T05:53:02.367Z,2023-06-17T04:52:43.569Z,lifecycle,False,
BR-CS,2023-06-20T05:00:00.000Z,125,2023-06-20T06:54:13.398Z,2023-06-17T05:58:11.423Z,lifecycle,False,
BR-CS,2023-06-20T06:00:00.000Z,127,2023-06-20T07:54:16.757Z,2023-06-17T06:57:26.142Z,lifecycle,False,
BR-CS,2023-06-20T07:00:00.000Z,127,2023-06-20T08:56:59.433Z,2023-06-17T07:54:33.419Z,lifecycle,False,
BR-CS,2023-06-20T08:00:00.000Z,127,2023-06-20T09:56:17.527Z,2023-06-17T09:03:33.915Z,lifecycle,False,
BR-CS,2023-06-20T09:00:00.000Z,124,2023-06-20T11:52:54.295Z,2023-06-17T09:57:25.570Z,lifecycle,False,
BR-CS,2023-06-20T10:00:00.000Z,121,2023-06-20T11:53:09.531Z,2023-06-17T10:58:22.966Z,lifecycle,False,
BR-CS,2023-06-20T11:00:00.000Z,114,2023-06-20T13:00:35.129Z,2023-06-17T11:58:24.182Z,lifecycle,False,
BR-CS,2023-06-20T12:00:00.000Z,112,2023-06-20T13:00:18.822Z,2023-06-17T12:55:55.552Z,lifecycle,True,TIME_SLICER_AVERAGE
BR-CS,2023-06-20T13:00:00.000Z,110,2023-06-20T13:00:18.822Z,2023-06-17T13:53:32.858Z,lifecycle,True,TIME_SLICER_AVERAGE
BR-S,2023-06-19T14:00:00.000Z,112,2023-06-19T15:57:11.598Z,2023-06-16T14:57:20.237Z,lifecycle,False,
BR-S,2023-06-19T15:00:00.000Z,117,2023-06-19T16:57:41.157Z,2023-06-16T15:56:21.711Z,lifecycle,False,
BR-S,2023-06-19T16:00:00.000Z,119,2023-06-19T18:55:09.605Z,2023-06-16T16:53:54.812Z,lifecycle,False,
BR-S,2023-06-19T17:00:00.000Z,111,2023-06-19T19:51:57.706Z,2023-06-16T17:55:39.976Z,lifecycle,False,
BR-S,2023-06-19T18:00:00.000Z,103,2023-06-19T19:51:57.706Z,2023-06-16T18:53:05.927Z,lifecycle,False,
BR-S,2023-06-19T19:00:00.000Z,101,2023-06-19T20:52:06.077Z,2023-06-16T19:58:34.694Z,lifecycle,False,
BR-S,2023-06-19T20:00:00.000Z,99,2023-06-19T22:56:27.680Z,2023-06-16T20:58:03.977Z,lifecycle,False,
BR-S,2023-06-19T21:00:00.000Z,87,2023-06-19T23:57:17.953Z,2023-06-16T21:53:27.933Z,lifecycle,False,
BR-S,2023-06-19T22:00:00.000Z,86,2023-06-20T07:54:00.718Z,2023-06-16T22:53:42.522Z,lifecycle,False,
BR-S,2023-06-19T23:00:00.000Z,90,2023-06-20T07:54:00.718Z,2023-06-16T23:57:18.618Z,lifecycle,False,
BR-S,2023-06-20T00:00:00.000Z,99,2023-06-20T07:54:16.757Z,2023-06-17T00:53:45.298Z,lifecycle,False,
BR-S,2023-06-20T01:00:00.000Z,107,2023-06-20T03:01:02.503Z,2023-06-17T02:01:51.034Z,lifecycle,False,
BR-S,2023-06-20T02:00:00.000Z,118,2023-06-20T03:52:36.195Z,2023-06-17T02:54:19.954Z,lifecycle,False,
BR-S,2023-06-20T03:00:00.000Z,133,2023-06-20T05:53:02.367Z,2023-06-17T03:55:30.499Z,lifecycle,False,
BR-S,2023-06-20T04:00:00.000Z,139,2023-06-20T06:54:28.836Z,2023-06-17T04:52:43.569Z,lifecycle,False,
BR-S,2023-06-20T05:00:00.000Z,147,2023-06-20T07:54:00.718Z,2023-06-17T05:58:11.423Z,lifecycle,False,
BR-S,2023-06-20T06:00:00.000Z,150,2023-06-20T07:54:16.757Z,2023-06-17T06:57:26.142Z,lifecycle,False,
BR-S,2023-06-20T07:00:00.000Z,148,2023-06-20T08:57:22.021Z,2023-06-17T07:54:33.419Z,lifecycle,False,
BR-S,2023-06-20T08:00:00.000Z,136,2023-06-20T09:56:01.132Z,2023-06-17T09:08:14.033Z,lifecycle,False,
BR-S,2023-06-20T09:00:00.000Z,116,2023-06-20T11:53:09.531Z,2023-06-17T09:57:25.570Z,lifecycle,False,
BR-S,2023-06-20T10:00:00.000Z,110,2023-06-20T11:53:09.688Z,2023-06-17T10:58:40.014Z,lifecycle,False,
BR-S,2023-06-20T11:00:00.000Z,115,2023-06-20T13:00:18.822Z,2023-06-17T11:57:42.203Z,lifecycle,False,
BR-S,2023-06-20T12:00:00.000Z,116,2023-06-20T13:00:35.129Z,2023-06-17T12:56:10.913Z,lifecycle,True,TIME_SLICER_AVERAGE
BR-S,2023-06-20T13:00:00.000Z,113,2023-06-20T12:59:59.535Z,2023-06-17T13:53:32.858Z,lifecycle,True,TIME_SLICER_AVERAGE
CA-ON,2023-06-19T14:00:00.000Z,116,2023-06-19T16:57:35.573Z,2023-06-16T14:57:05.225Z,lifecycle,False,
CA-ON,2023-06-19T15:00:00.000Z,121,2023-06-19T17:52:51.882Z,2023-06-16T15:56:16.657Z,lifecycle,False,
CA-ON,2023-06-19T16:00:00.000Z,121,2023-06-19T19:51:57.706Z,2023-06-16T16:53:59.551Z,lifecycle,False,
CA-ON,2023-06-19T17:00:00.000Z,123,2023-06-19T20:52:05.975Z,2023-06-16T17:55:45.065Z,lifecycle,False,
CA-ON,2023-06-19T18:00:00.000Z,128,2023-06-19T20:52:05.975Z,2023-06-16T18:53:05.927Z,lifecycle,False,
CA-ON,2023-06-19T19:00:00.000Z,127,2023-06-19T21:53:04.854Z,2023-06-16T19:58:41.526Z,lifecycle,False,
CA-ON,2023-06-19T20:00:00.000Z,122,2023-06-19T23:57:17.953Z,2023-06-16T20:58:03.977Z,lifecycle,False,
CA-ON,2023-06-19T21:00:00.000Z,118,2023-06-20T00:53:37.731Z,2023-06-16T21:53:12.916Z,lifecycle,False,
CA-ON,2023-06-19T22:00:00.000Z,114,2023-06-20T00:53:37.731Z,2023-06-16T22:53:48.240Z,lifecycle,False,
CA-ON,2023-06-19T23:00:00.000Z,119,2023-06-20T03:00:48.569Z,2023-06-16T23:57:19.971Z,lifecycle,False,
CA-ON,2023-06-20T00:00:00.000Z,117,2023-06-20T03:01:02.503Z,2023-06-17T00:53:21.227Z,lifecycle,False,
CA-ON,2023-06-20T01:00:00.000Z,113,2023-06-20T03:52:36.195Z,2023-06-17T02:01:41.637Z,lifecycle,False,
CA-ON,2023-06-20T02:00:00.000Z,113,2023-06-20T04:55:06.666Z,2023-06-17T02:54:02.915Z,lifecycle,False,
CA-ON,2023-06-20T03:00:00.000Z,97,2023-06-20T05:52:47.420Z,2023-06-17T03:55:35.374Z,lifecycle,False,
CA-ON,2023-06-20T04:00:00.000Z,85,2023-06-20T05:52:47.420Z,2023-06-17T04:52:28.196Z,lifecycle,False,
CA-ON,2023-06-20T05:00:00.000Z,62,2023-06-20T07:54:16.757Z,2023-06-17T05:58:04.608Z,lifecycle,True,TIME_SLICER_AVERAGE
CA-ON,2023-06-20T06:00:00.000Z,37,2023-06-20T08:56:16.755Z,2023-06-17T06:57:26.142Z,lifecycle,False,
CA-ON,2023-06-20T07:00:00.000Z,25,2023-06-20T09:56:24.113Z,2023-06-17T07:54:53.755Z,lifecycle,False,
CA-ON,2023-06-20T08:00:00.000Z,22,2023-06-20T10:53:13.090Z,2023-06-17T09:03:33.915Z,lifecycle,False,
CA-ON,2023-06-20T09:00:00.000Z,22,2023-06-20T11:53:09.688Z,2023-06-17T09:57:51.641Z,lifecycle,False,
CA-ON,2023-06-20T10:00:00.000Z,30,2023-06-20T13:00:18.822Z,2023-06-17T10:58:40.014Z,lifecycle,False,
CA-ON,2023-06-20T11:00:00.000Z,54,2023-06-20T13:00:39.941Z,2023-06-17T11:57:42.203Z,lifecycle,False,
CA-ON,2023-06-20T12:00:00.000Z,54,2023-06-20T13:00:39.941Z,2023-06-17T12:56:11.098Z,lifecycle,True,TIME_SLICER_AVERAGE
CA-ON,2023-06-20T13:00:00.000Z,64,2023-06-20T13:00:35.129Z,2023-06-17T13:53:32.858Z,lifecycle,True,TIME_SLICER_AVERAGE
CZ,2023-06-19T14:00:00.000Z,437,2023-06-20T11:53:09.531Z,2023-06-16T14:57:20.237Z,lifecycle,False,
CZ,2023-06-19T15:00:00.000Z,451,2023-06-20T11:53:09.531Z,2023-06-16T15:56:02.481Z,lifecycle,False,
CZ,2023-06-19T16:00:00.000Z,460,2023-06-20T13:00:39.941Z,2023-06-16T16:53:54.812Z,lifecycle,False,
CZ,2023-06-19T17:00:00.000Z,467,2023-06-20T11:53:09.531Z,2023-06-16T17:55:39.976Z,lifecycle,False,
CZ,2023-06-19T18:00:00.000Z,474,2023-06-19T21:52:37.819Z,2023-06-16T18:53:16.775Z,lifecycle,False,
CZ,2023-06-19T19:00:00.000Z,468,2023-06-19T23:57:34.145Z,2023-06-16T19:58:34.694Z,lifecycle,False,
CZ,2023-06-19T20:00:00.000Z,457,2023-06-19T23:57:34.145Z,2023-06-16T20:58:03.977Z,lifecycle,False,
CZ,2023-06-19T21:00:00.000Z,459,2023-06-20T00:53:37.731Z,2023-06-16T21:53:27.933Z,lifecycle,False,
CZ,2023-06-19T22:00:00.000Z,470,2023-06-20T09:56:17.527Z,2023-06-16T22:53:42.522Z,lifecycle,False,
CZ,2023-06-19T23:00:00.000Z,481,2023-06-20T03:00:48.569Z,2023-06-16T23:57:18.618Z,lifecycle,False,
CZ,2023-06-20T00:00:00.000Z,487,2023-06-20T09:56:17.527Z,2023-06-17T00:53:21.227Z,lifecycle,False,
CZ,2023-06-20T01:00:00.000Z,477,2023-06-20T09:56:17.527Z,2023-06-17T02:01:51.034Z,lifecycle,False,
CZ,2023-06-20T02:00:00.000Z,484,2023-06-20T05:52:47.420Z,2023-06-17T02:54:02.915Z,lifecycle,False,
CZ,2023-06-20T03:00:00.000Z,488,2023-06-20T06:54:13.398Z,2023-06-17T03:55:15.471Z,lifecycle,False,
CZ,2023-06-20T04:00:00.000Z,485,2023-06-20T07:54:16.757Z,2023-06-17T04:52:52.097Z,lifecycle,False,
CZ,2023-06-20T05:00:00.000Z,465,2023-06-20T08:57:22.021Z,2023-06-17T05:58:11.423Z,lifecycle,False,
CZ,2023-06-20T06:00:00.000Z,451,2023-06-20T11:52:54.295Z,2023-06-17T06:57:26.142Z,lifecycle,False,
CZ,2023-06-20T07:00:00.000Z,429,2023-06-20T10:53:27.927Z,2023-06-17T07:54:49.029Z,lifecycle,False,
CZ,2023-06-20T08:00:00.000Z,419,2023-06-20T11:52:54.295Z,2023-06-17T09:03:18.822Z,lifecycle,False,
CZ,2023-06-20T09:00:00.000Z,414,2023-06-20T13:00:18.822Z,2023-06-17T09:57:51.641Z,lifecycle,False,
CZ,2023-06-20T10:00:00.000Z,413,2023-06-20T12:59:59.535Z,2023-06-17T10:58:42.840Z,lifecycle,False,
CZ,2023-06-20T11:00:00.000Z,413,2023-06-20T13:00:35.129Z,2023-06-17T11:57:26.915Z,lifecycle,True,TIME_SLICER_AVERAGE
CZ,2023-06-20T12:00:00.000Z,417,2023-06-20T13:00:35.129Z,2023-06-17T12:56:10.913Z,lifecycle,True,TIME_SLICER_AVERAGE
CZ,2023-06-20T13:00:00.000Z,430,2023-06-20T13:00:39.941Z,2023-06-17T13:53:32.858Z,lifecycle,True,TIME_SLICER_AVERAGE
DE,2023-06-19T14:00:00.000Z,361,2023-06-20T11:53:09.531Z,2023-06-16T14:57:05.225Z,lifecycle,True,TIME_SLICER_AVERAGE
DE,2023-06-19T15:00:00.000Z,421,2023-06-20T13:00:18.822Z,2023-06-16T15:56:16.657Z,lifecycle,True,TIME_SLICER_AVERAGE
DE,2023-06-19T16:00:00.000Z,476,2023-06-20T13:00:39.941Z,2023-06-16T16:53:54.812Z,lifecycle,True,TIME_SLICER_AVERAGE
DE,2023-06-19T17:00:00.000Z,517,2023-06-20T13:00:35.129Z,2023-06-16T17:55:25.504Z,lifecycle,True,TIME_SLICER_AVERAGE
DE,2023-06-19T18:00:00.000Z,545,2023-06-20T12:59:59.535Z,2023-06-16T18:52:56.719Z,lifecycle,True,TIME_SLICER_AVERAGE
DE,2023-06-19T19:00:00.000Z,555,2023-06-20T13:00:35.129Z,2023-06-16T19:58:34.694Z,lifecycle,True,TIME_SLICER_AVERAGE
DE,2023-06-19T20:00:00.000Z,591,2023-06-20T13:00:35.129Z,2023-06-16T20:58:03.977Z,lifecycle,True,TIME_SLICER_AVERAGE
DE,2023-06-19T21:00:00.000Z,593,2023-06-20T13:00:18.822Z,2023-06-16T21:52:52.954Z,lifecycle,True,TIME_SLICER_AVERAGE
DE,2023-06-19T22:00:00.000Z,595,2023-06-20T12:59:59.535Z,2023-06-16T22:53:42.522Z,lifecycle,True,TIME_SLICER_AVERAGE
DE,2023-06-19T23:00:00.000Z,605,2023-06-20T11:53:09.531Z,2023-06-16T23:57:19.971Z,lifecycle,True,TIME_SLICER_AVERAGE
DE,2023-06-20T00:00:00.000Z,612,2023-06-20T11:52:54.295Z,2023-06-17T00:53:39.259Z,lifecycle,True,TIME_SLICER_AVERAGE
DE,2023-06-20T01:00:00.000Z,601,2023-06-20T11:53:09.531Z,2023-06-17T02:01:41.637Z,lifecycle,True,TIME_SLICER_AVERAGE
DE,2023-06-20T02:00:00.000Z,601,2023-06-20T11:53:09.531Z,2023-06-17T02:54:18.301Z,lifecycle,True,TIME_SLICER_AVERAGE
DE,2023-06-20T03:00:00.000Z,566,2023-06-20T12:59:59.535Z,2023-06-17T03:55:35.374Z,lifecycle,True,TIME_SLICER_AVERAGE
DE,2023-06-20T04:00:00.000Z,522,2023-06-20T13:00:35.129Z,2023-06-17T04:52:28.196Z,lifecycle,True,TIME_SLICER_AVERAGE
DE,2023-06-20T05:00:00.000Z,475,2023-06-20T13:00:35.129Z,2023-06-17T05:58:11.423Z,lifecycle,True,TIME_SLICER_AVERAGE
DE,2023-06-20T06:00:00.000Z,425,2023-06-20T13:00:39.941Z,2023-06-17T06:57:26.142Z,lifecycle,True,TIME_SLICER_AVERAGE
DE,2023-06-20T07:00:00.000Z,376,2023-06-20T13:00:35.129Z,2023-06-17T07:54:53.755Z,lifecycle,True,TIME_SLICER_AVERAGE
DE,2023-06-20T08:00:00.000Z,343,2023-06-20T12:59:59.535Z,2023-06-17T09:03:33.915Z,lifecycle,True,TIME_SLICER_AVERAGE
DE,2023-06-20T09:00:00.000Z,316,2023-06-20T12:59:59.535Z,2023-06-17T09:57:39.820Z,lifecycle,True,TIME_SLICER_AVERAGE
DE,2023-06-20T10:00:00.000Z,307,2023-06-20T13:00:18.822Z,2023-06-17T10:58:22.966Z,lifecycle,True,TIME_SLICER_AVERAGE
DE,2023-06-20T11:00:00.000Z,306,2023-06-20T13:00:18.822Z,2023-06-17T11:57:06.837Z,lifecycle,True,TIME_SLICER_AVERAGE
DE,2023-06-20T12:00:00.000Z,314,2023-06-20T13:00:18.822Z,2023-06-17T12:55:55.552Z,lifecycle,True,TIME_SLICER_AVERAGE
DE,2023-06-20T13:00:00.000Z,333,2023-06-20T13:00:39.941Z,2023-06-17T13:53:32.858Z,lifecycle,True,TIME_SLICER_AVERAGE
FI,2023-06-19T14:00:00.000Z,39,2023-06-20T07:54:16.757Z,2023-06-16T14:57:05.225Z,lifecycle,False,
FI,2023-06-19T15:00:00.000Z,39,2023-06-20T07:54:16.757Z,2023-06-16T15:56:16.657Z,lifecycle,False,
FI,2023-06-19T16:00:00.000Z,38,2023-06-20T07:54:00.718Z,2023-06-16T16:53:54.812Z,lifecycle,False,
FI,2023-06-19T17:00:00.000Z,38,2023-06-20T07:54:16.757Z,2023-06-16T17:55:39.976Z,lifecycle,False,
FI,2023-06-19T18:00:00.000Z,38,2023-06-20T07:54:00.718Z,2023-06-16T18:52:56.719Z,lifecycle,False,
FI,2023-06-19T19:00:00.000Z,38,2023-06-20T07:54:16.757Z,2023-06-16T19:58:20.546Z,lifecycle,False,
FI,2023-06-19T20:00:00.000Z,41,2023-06-20T07:54:16.757Z,2023-06-16T20:58:13.837Z,lifecycle,False,
FI,2023-06-19T21:00:00.000Z,42,2023-06-20T07:54:16.757Z,2023-06-16T21:52:52.954Z,lifecycle,False,
FI,2023-06-19T22:00:00.000Z,43,2023-06-20T07:54:16.757Z,2023-06-16T22:53:48.240Z,lifecycle,False,
FI,2023-06-19T23:00:00.000Z,43,2023-06-20T07:54:16.757Z,2023-06-16T23:57:18.618Z,lifecycle,False,
FI,2023-06-20T00:00:00.000Z,43,2023-06-20T07:54:20.738Z,2023-06-17T00:53:39.259Z,lifecycle,False,
FI,2023-06-20T01:00:00.000Z,43,2023-06-20T07:54:20.738Z,2023-06-17T02:01:51.034Z,lifecycle,False,
FI,2023-06-20T02:00:00.000Z,42,2023-06-20T07:54:00.718Z,2023-06-17T02:54:19.954Z,lifecycle,False,
FI,2023-06-20T03:00:00.000Z,39,2023-06-20T07:54:16.757Z,2023-06-17T03:55:30.499Z,lifecycle,False,
FI,2023-06-20T04:00:00.000Z,36,2023-06-20T07:54:16.757Z,2023-06-17T04:52:43.569Z,lifecycle,False,
FI,2023-06-20T05:00:00.000Z,36,2023-06-20T07:54:16.757Z,2023-06-17T05:58:11.423Z,lifecycle,False,
FI,2023-06-20T06:00:00.000Z,40,2023-06-20T08:56:16.755Z,2023-06-17T06:57:32.268Z,lifecycle,False,
FI,2023-06-20T07:00:00.000Z,37,2023-06-20T09:56:01.132Z,2023-06-17T07:54:53.755Z,lifecycle,False,
FI,2023-06-20T08:00:00.000Z,35,2023-06-20T10:53:32.809Z,2023-06-17T09:03:33.915Z,lifecycle,False,
FI,2023-06-20T09:00:00.000Z,36,2023-06-20T11:53:09.531Z,2023-06-17T09:57:25.570Z,lifecycle,False,
FI,2023-06-20T10:00:00.000Z,35,2023-06-20T13:00:39.941Z,2023-06-17T10:58:40.014Z,lifecycle,False,
FI,2023-06-20T11:00:00.000Z,36,2023-06-20T13:00:35.129Z,2023-06-17T11:58:24.182Z,lifecycle,True,TIME_SLICER_AVERAGE
FI,2023-06-20T12:00:00.000Z,35,2023-06-20T13:00:35.129Z,2023-06-17T12:56:10.913Z,lifecycle,True,TIME_SLICER_AVERAGE
FI,2023-06-20T13:00:00.000Z,39,2023-06-20T13:00:35.129Z,2023-06-17T13:53:36.940Z,lifecycle,True,TIME_SLICER_AVERAGE
FR,2023-06-19T14:00:00.000Z,44,2023-06-20T09:56:17.527Z,2023-06-16T14:57:20.237Z,lifecycle,False,
FR,2023-06-19T15:00:00.000Z,46,2023-06-20T09:56:17.527Z,2023-06-16T15:56:16.657Z,lifecycle,False,
FR,2023-06-19T16:00:00.000Z,46,2023-06-20T11:53:09.531Z,2023-06-16T16:53:59.551Z,lifecycle,False,
FR,2023-06-19T17:00:00.000Z,51,2023-06-20T05:53:07.268Z,2023-06-16T17:55:39.976Z,lifecycle,False,
FR,2023-06-19T18:00:00.000Z,52,2023-06-20T05:52:47.420Z,2023-06-16T18:53:05.927Z,lifecycle,False,
FR,2023-06-19T19:00:00.000Z,52,2023-06-20T10:53:27.927Z,2023-06-16T19:58:41.526Z,lifecycle,False,
FR,2023-06-19T20:00:00.000Z,53,2023-06-20T10:53:27.927Z,2023-06-16T20:57:53.859Z,lifecycle,False,
FR,2023-06-19T21:00:00.000Z,50,2023-06-20T12:59:59.535Z,2023-06-16T21:53:27.933Z,lifecycle,False,
FR,2023-06-19T22:00:00.000Z,50,2023-06-20T09:56:17.527Z,2023-06-16T22:53:42.522Z,lifecycle,False,
FR,2023-06-19T23:00:00.000Z,53,2023-06-20T09:56:17.527Z,2023-06-16T23:57:04.299Z,lifecycle,False,
FR,2023-06-20T00:00:00.000Z,54,2023-06-20T09:56:01.132Z,2023-06-17T00:53:39.259Z,lifecycle,False,
FR,2023-06-20T01:00:00.000Z,53,2023-06-20T09:56:17.527Z,2023-06-17T02:02:00.065Z,lifecycle,False,
FR,2023-06-20T02:00:00.000Z,48,2023-06-20T09:56:01.132Z,2023-06-17T02:54:02.915Z,lifecycle,False,
FR,2023-06-20T03:00:00.000Z,49,2023-06-20T09:56:17.527Z,2023-06-17T03:55:15.471Z,lifecycle,False,
FR,2023-06-20T04:00:00.000Z,50,2023-06-20T09:56:17.527Z,2023-06-17T04:52:52.097Z,lifecycle,False,
FR,2023-06-20T05:00:00.000Z,48,2023-06-20T11:53:09.531Z,2023-06-17T05:58:11.423Z,lifecycle,False,
FR,2023-06-20T06:00:00.000Z,52,2023-06-20T12:59:59.535Z,2023-06-17T06:57:26.142Z,lifecycle,False,
FR,2023-06-20T07:00:00.000Z,51,2023-06-20T09:56:01.132Z,2023-06-17T07:54:49.029Z,lifecycle,False,
FR,2023-06-20T08:00:00.000Z,49,2023-06-20T13:00:35.129Z,2023-06-17T09:03:33.915Z,lifecycle,False,
FR,2023-06-20T09:00:00.000Z,46,2023-06-20T13:00:39.941Z,2023-06-17T09:57:39.820Z,lifecycle,False,
FR,2023-06-20T10:00:00.000Z,47,2023-06-20T12:59:59.535Z,2023-06-17T10:58:22.966Z,lifecycle,False,
FR,2023-06-20T11:00:00.000Z,45,2023-06-20T12:59:59.535Z,2023-06-17T11:57:42.203Z,lifecycle,True,TIME_SLICER_AVERAGE
FR,2023-06-20T12:00:00.000Z,45,2023-06-20T13:00:35.129Z,2023-06-17T12:56:10.913Z,lifecycle,True,TIME_SLICER_AVERAGE
FR,2023-06-20T13:00:00.000Z,43,2023-06-20T13:00:18.822Z,2023-06-17T13:53:32.858Z,lifecycle,True,TIME_SLICER_AVERAGE
IE,2023-06-19T14:00:00.000Z,439,2023-06-20T09:56:24.113Z,2023-06-16T14:57:20.237Z,lifecycle,True,MODE_BREAKDOWN
IE,2023-06-19T15:00:00.000Z,442,2023-06-20T09:56:24.113Z,2023-06-16T15:56:16.657Z,lifecycle,True,MODE_BREAKDOWN
IE,2023-06-19T16:00:00.000Z,445,2023-06-20T09:56:24.113Z,2023-06-16T16:53:38.577Z,lifecycle,True,MODE_BREAKDOWN
IE,2023-06-19T17:00:00.000Z,453,2023-06-20T09:56:17.527Z,2023-06-16T17:55:45.065Z,lifecycle,True,MODE_BREAKDOWN
IE,2023-06-19T18:00:00.000Z,463,2023-06-20T01:53:46.398Z,2023-06-16T18:53:05.927Z,lifecycle,True,MODE_BREAKDOWN
IE,2023-06-19T19:00:00.000Z,472,2023-06-20T01:53:28.685Z,2023-06-16T19:58:34.694Z,lifecycle,True,MODE_BREAKDOWN
IE,2023-06-19T20:00:00.000Z,483,2023-06-20T01:54:01.440Z,2023-06-16T20:57:53.859Z,lifecycle,True,MODE_BREAKDOWN
IE,2023-06-19T21:00:00.000Z,489,2023-06-20T01:54:01.440Z,2023-06-16T21:53:32.921Z,lifecycle,True,MODE_BREAKDOWN
IE,2023-06-19T22:00:00.000Z,486,2023-06-20T01:53:59.285Z,2023-06-16T22:53:42.522Z,lifecycle,True,MODE_BREAKDOWN
IE,2023-06-19T23:00:00.000Z,487,2023-06-20T01:53:46.398Z,2023-06-16T23:57:18.618Z,lifecycle,True,MODE_BREAKDOWN
IE,2023-06-20T00:00:00.000Z,490,2023-06-20T09:56:24.113Z,2023-06-17T00:53:39.259Z,lifecycle,True,MODE_BREAKDOWN
